"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","uID","FullSampleName","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","FHB.DON.content...ppm.CO_321.0001154","FHB.grain.incidence.....CO_321.0001155","FHB.incidence.....CO_321.0001149","FHB.severity.....CO_321.0001440","FHB.disease.index.....CO_321.0501030"
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85436,"NE20455","NE20455","NE20455","NE20455","plot",90664,"RGON_2022_FHB-PLOT251",1,1,251,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88410,"NE20448","NE20448","NE20448","NE20448","plot",90846,"RGON_2022_FHB-PLOT252",1,1,252,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88129,"NE20517","NE20517","NE20517","NE20517","plot",91066,"RGON_2022_FHB-PLOT253",1,1,253,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85902,"KS160476S.6","KS160476S.6","KS160476S.6","KS160476S-6","plot",90490,"RGON_2022_FHB-PLOT254",1,1,254,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86032,"KS170275D.1","KS170275D.1","KS170275D.1","KS170275D-1","plot",91086,"RGON_2022_FHB-PLOT255",1,1,255,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88103,"KS160786S.4","KS160786S.4","KS160786S.4","KS160786S-4","plot",90744,"RGON_2022_FHB-PLOT256",1,1,256,NA,NA,"test",NA,NA,NA,20,45,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86087,"KS160765S.1","KS160765S.1","KS160765S.1","KS160765S-1","plot",90499,"RGON_2022_FHB-PLOT257",1,1,257,NA,NA,"test",NA,NA,NA,40,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89902,"21NORD.163","21NORD.163","21NORD.163","21NORD-163","plot",90833,"RGON_2022_FHB-PLOT26",1,1,26,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87461,"KS160332S.3","KS160332S.3","KS160332S.3","KS160332S-3","plot",90919,"RGON_2022_FHB-PLOT260",1,1,260,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87241,"KS170025D.6","KS170025D.6","KS170025D.6","KS170025D-6","plot",91061,"RGON_2022_FHB-PLOT261",1,1,261,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88718,"KS160998S.2","KS160998S.2","KS160998S.2","KS160998S-2","plot",90572,"RGON_2022_FHB-PLOT262",1,1,262,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88926,"KS160473S.6","KS160473S.6","KS160473S.6","KS160473S-6","plot",90670,"RGON_2022_FHB-PLOT263",1,1,263,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85647,"KS160458S.1","KS160458S.1","KS160458S.1","KS160458S-1","plot",90933,"RGON_2022_FHB-PLOT264",1,1,264,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88877,"KS160855S.4","KS160855S.4","KS160855S.4","KS160855S-4","plot",90656,"RGON_2022_FHB-PLOT265",1,1,265,NA,NA,"test",NA,NA,NA,30,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86411,"KS141050K.10","KS141050K.10","KS141050K.10","KS141050K-10","plot",90992,"RGON_2022_FHB-PLOT269",1,1,269,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86684,"21NORD.162","21NORD.162","21NORD.162","21NORD-162","plot",90831,"RGON_2022_FHB-PLOT27",1,1,27,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86024,"KS140064M.1","KS140064M.1","KS140064M.1","KS140064M-1","plot",90882,"RGON_2022_FHB-PLOT270",1,1,270,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85162,"KS14FHB0732M.4","KS14FHB0732M.4","KS14FHB0732M.4","KS14FHB0732M-4","plot",91113,"RGON_2022_FHB-PLOT271",1,1,271,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85998,"KS140794K.8","KS140794K.8","KS140794K.8","KS140794K-8","plot",90592,"RGON_2022_FHB-PLOT272",1,1,272,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87015,"KS140732K.2","KS140732K.2","KS140732K.2","KS140732K-2","plot",90627,"RGON_2022_FHB-PLOT273",1,1,273,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85656,"KS130403M.3","KS130403M.3","KS130403M.3","KS130403M-3","plot",90866,"RGON_2022_FHB-PLOT274",1,1,274,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86045,"CO19S129W","CO19S129W","CO19S129W","CO19S129W","plot",90689,"RGON_2022_FHB-PLOT275",1,1,275,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87570,"CO19S091W","CO19S091W","CO19S091W","CO19S091W","plot",91028,"RGON_2022_FHB-PLOT276",1,1,276,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88935,"CO19S088W","CO19S088W","CO19S088W","CO19S088W","plot",90942,"RGON_2022_FHB-PLOT277",1,1,277,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85496,"CO19S085W","CO19S085W","CO19S085W","CO19S085W","plot",90518,"RGON_2022_FHB-PLOT278",1,1,278,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87380,"CO19S076R","CO19S076R","CO19S076R","CO19S076R","plot",90996,"RGON_2022_FHB-PLOT279",1,1,279,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87667,"21NORD.161","21NORD.161","21NORD.161","21NORD-161","plot",90618,"RGON_2022_FHB-PLOT28",1,1,28,NA,NA,"test",NA,NA,NA,30,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89693,"CO19S069W","CO19S069W","CO19S069W","CO19S069W","plot",90885,"RGON_2022_FHB-PLOT280",1,1,280,NA,NA,"test",NA,NA,NA,20,25,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87763,"CO19S038R","CO19S038R","CO19S038R","CO19S038R","plot",91116,"RGON_2022_FHB-PLOT281",1,1,281,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84927,"CO19410R","CO19410R","CO19410R","CO19410R","plot",90591,"RGON_2022_FHB-PLOT282",1,1,282,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86260,"CO19393R","CO19393R","CO19393R","CO19393R","plot",90628,"RGON_2022_FHB-PLOT283",1,1,283,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88061,"CO19391R","CO19391R","CO19391R","CO19391R","plot",90874,"RGON_2022_FHB-PLOT284",1,1,284,NA,NA,"test",NA,NA,NA,20,15,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89420,"CO19233R","CO19233R","CO19233R","CO19233R","plot",90693,"RGON_2022_FHB-PLOT285",1,1,285,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87772,"CO19041R","CO19041R","CO19041R","CO19041R","plot",91024,"RGON_2022_FHB-PLOT286",1,1,286,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84932,"CO19D322R","CO19D322R","CO19D322R","CO19D322R","plot",90947,"RGON_2022_FHB-PLOT287",1,1,287,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85069,"CO19D304R","CO19D304R","CO19D304R","CO19D304R","plot",90519,"RGON_2022_FHB-PLOT288",1,1,288,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88568,"CO19D255W","CO19D255W","CO19D255W","CO19D255W","plot",90453,"RGON_2022_FHB-PLOT289",1,1,289,NA,NA,"test",NA,NA,NA,20,25,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87251,"CO19D223W","CO19D223W","CO19D223W","CO19D223W","plot",90759,"RGON_2022_FHB-PLOT290",1,1,290,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85043,"CO19D087R","CO19D087R","CO19D087R","CO19D087R","plot",90565,"RGON_2022_FHB-PLOT291",1,1,291,NA,NA,"test",NA,NA,NA,30,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84698,"TAM.107","TAM.107","TAM.107","TAM 107,TAM-107","plot",91065,"RGON_2022_FHB-PLOT292",1,1,292,NA,NA,"test",NA,NA,NA,30,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88559,"CO19D042W","CO19D042W","CO19D042W","CO19D042W","plot",90845,"RGON_2022_FHB-PLOT293",1,1,293,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",86826,"CO19D040W","CO19D040W","CO19D040W","CO19D040W","plot",90753,"RGON_2022_FHB-PLOT294",1,1,294,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84916,NA,NA,"CO18SFD009W","CO18SFD009W","plot",90811,"RGON_2022_FHB-PLOT295",1,1,295,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85095,NA,NA,"CO18D297R","CO18D297R","plot",90483,"RGON_2022_FHB-PLOT296",1,1,296,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84915,NA,NA,"CO18D007W","CO18D007W","plot",90740,"RGON_2022_FHB-PLOT297",1,1,297,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85598,"CO18922W","CO18922W","CO18922W","CO18922W","plot",90973,"RGON_2022_FHB-PLOT298",1,1,298,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87722,"CO18228RA","CO18228RA","CO18228RA","CO18228RA","plot",90848,"RGON_2022_FHB-PLOT299",1,1,299,NA,NA,"test",NA,NA,NA,30,33.3333333333333,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89230,"21MD9019","21MD9019","21MD9019","21MD9019","plot",91118,"RGON_2022_FHB-PLOT3",1,1,3,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84762,"CO18042RA","CO18042RA","CO18042RA","CO18042RA","plot",91036,"RGON_2022_FHB-PLOT300",1,1,300,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84833,"CO18035RA","CO18035RA","CO18035RA","CO18035RA","plot",90934,"RGON_2022_FHB-PLOT301",1,1,301,NA,NA,"test",NA,NA,NA,50,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85139,"CO17449R","CO17449R","CO17449R","CO17449R","plot",90785,"RGON_2022_FHB-PLOT302",1,1,302,NA,NA,"test",NA,NA,NA,10,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84917,"CO16SF067","CO16SF067","CO16SF067","CO16SF067","plot",90451,"RGON_2022_FHB-PLOT303",1,1,303,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",84896,"CO16SF032","CO16SF032","CO16SF032","CO16SF032","plot",91051,"RGON_2022_FHB-PLOT304",1,1,304,NA,NA,"test",NA,NA,NA,20,15,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85144,NA,NA,"CO16SF027","CO16SF027","plot",90525,"RGON_2022_FHB-PLOT305",1,1,305,NA,NA,"test",NA,NA,NA,50,12,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85435,"OK18205","OK18205","OK18205","OK18205","plot",90854,"RGON_2022_FHB-PLOT306",1,1,306,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88960,"OK21DTR1724.63W","OK21DTR1724.63W","OK21DTR1724.63W","OK21DTR1724-63W","plot",91104,"RGON_2022_FHB-PLOT307",1,1,307,NA,NA,"test",NA,NA,NA,20,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88134,"OK21DTR1723.15W","OK21DTR1723.15W","OK21DTR1723.15W","OK21DTR1723-15W","plot",90695,"RGON_2022_FHB-PLOT308",1,1,308,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",88178,"OK21DTR1721.63W","OK21DTR1721.63W","OK21DTR1721.63W","OK21DTR1721-63W","plot",90551,"RGON_2022_FHB-PLOT309",1,1,309,NA,NA,"test",NA,NA,NA,30,13.3333333333333,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",87291,"OK21DTR1721.147W","OK21DTR1721.147W","OK21DTR1721.147W","OK21DTR1721-147W","plot",90668,"RGON_2022_FHB-PLOT310",1,1,310,NA,NA,"test",NA,NA,NA,60,26.6666666666667,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",85663,"OK21DTR1715.58","OK21DTR1715.58","OK21DTR1715.58","OK21DTR1715-58","plot",90470,"RGON_2022_FHB-PLOT311",1,1,311,NA,NA,"test",NA,NA,NA,0,0,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89117,"OK21DTR1715.18","OK21DTR1715.18","OK21DTR1715.18","OK21DTR1715-18","plot",90986,"RGON_2022_FHB-PLOT312",1,1,312,NA,NA,"test",NA,NA,NA,30,10,NA
2022,326,"Regional Germplasm Observation Nursery (RGON)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 400 entries annually. ",331,"RGON_2022_FHB","FHB data for the 2022 RGON","RCBD",NA,NA,NA,NA,NA,NA,NA,130,"Lincoln, NE",89321,"OK21DTR1714.76","OK21DTR1714.76","OK21DTR1714.76","OK21DTR1714-76","plot",90915,"RGON_2022_FHB-PLOT313",1,1,313,NA,NA,"test",NA,NA,NA,40,30,NA
