"dist_bp","dist_kb","r2"
40,0.04,0.0254934145831236
2422,2.422,0.823660235826396
42,0.042,1
271,0.271,0.0148152285582134
27,0.027,1
7,0.007,0.230418440173883
9910,9.91,0.240252313912553
37,0.037,1
11,0.011,1
2148,2.148,0.219042155820014
19692,19.692,0.203318983114047
226410,226.41,0.00234603826645409
227803,227.803,0.747015276738762
20682,20.682,0.00200288821799698
21,0.021,0.851050625536803
2783,2.783,0.00623190684081822
395404,395.404,0.00901186635842702
4876,4.876,0.904113857285737
110058,110.058,0.00224655399002535
369804,369.804,0.0161818018404303
37390,37.39,0.0683252995739402
237152,237.152,0.069742193053638
1,0.001,1
223815,223.815,0.0991861167931612
517058,517.058,0.227274592900477
119549,119.549,0.283930525344492
212812,212.812,0.14486060788132
142758,142.758,0.793041696856238
186321,186.321,0.810116291557371
737411,737.411,0.465695069947258
176938,176.938,0.372209412179956
6,0.006,0.338354596207513
61,0.061,0.920164419218279
87299,87.299,0.0801749697120792
8,0.008,1
2,0.002,1
5,0.005,1
4,0.004,1
20,0.02,1
556898,556.898,0.146555276682578
266207,266.207,0.0547102295805376
12,0.012,0.0573785880663795
25,0.025,0.211266067702633
40,0.04,0.226321041499375
41284,41.284,0.0571092602022681
12,0.012,1
242875,242.875,0.549956841253813
33011,33.011,0.909307403511101
15,0.015,1
28338,28.338,0.5930111621604
529161,529.161,0.292551455529185
1249863,1249.863,0.285629955429017
4,0.004,1
4273,4.273,0.110140885424157
27,0.027,0.328980609817292
43764,43.764,0.13544500130795
255383,255.383,0.0663837030723746
26,0.026,0.95767319054656
18,0.018,0.95767319054656
353458,353.458,0.361651969130169
675433,675.433,0.298062009948697
109263,109.263,0.906966960039814
35591,35.591,0.0557796236880271
180852,180.852,0.677052448688356
102,0.102,0.92573016273184
220333,220.333,0.0852711882254929
371866,371.866,0.093447558056852
47717,47.717,0.904075448186288
6663,6.663,0.912073762534856
3426,3.426,0.872208321965047
259342,259.342,0.871847596819895
239,0.239,0.904179703068272
25,0.025,1
62422,62.422,0.891331221035046
24,0.024,1
2,0.002,1
1,0.001,1
84370,84.37,0.894285528743629
26,0.026,1
7,0.007,1
181,0.181,0.919528409958701
73,0.073,0.92256876192143
387323,387.323,0.925532680274573
2807247,2807.247,0.0540756405329007
796948,796.948,0.606217053606142
1490921,1490.921,0.0807093399072012
9,0.009,0.158372843984798
489395,489.395,0.0388008826973843
624744,624.744,0.0146398481019954
30826,30.826,0.890897725051436
137131,137.131,0.506502246536468
16907,16.907,0.519987535596496
1,0.001,1
385583,385.583,0.373123072613092
405135,405.135,0.914385733751409
422774,422.774,0.15339857382603
37,0.037,1
86055,86.055,0.763375366668346
4892,4.892,0.000167098481074883
27,0.027,0.876820821979191
700,0.7,0.00146127713625065
55376,55.376,0.894818919174657
7,0.007,1
972893,972.893,0.700351043653293
839256,839.256,0.894152986851925
280393,280.393,0.860636691775579
1030008,1030.008,0.890665441812375
33526,33.526,0.933244813324748
109103,109.103,0.107012873819494
334062,334.062,0.129442882507367
1549,1.549,0.388387391046068
142134,142.134,0.149547991706773
444635,444.635,0.921322352756704
739948,739.948,0.12503913709684
1876287,1876.287,0.505179207480259
33,0.033,1
49643,49.643,0.920593044120874
31098,31.098,0.76141325384848
570377,570.377,0.718328140281908
75665,75.665,0.895950340910705
114382,114.382,0.896516930637165
40,0.04,0.915754281230701
768113,768.113,0.866500723125568
275420,275.42,0.933484399961082
278135,278.135,0.909847870614108
1298646,1298.646,0.281248933730607
177358,177.358,0.000790657908605707
24805,24.805,0.882719078924846
70,0.07,0.913205651638273
1149449,1149.449,0.84834577661073
24,0.024,0.999999999999999
260424,260.424,0.863319752817586
1,0.001,1
24,0.024,1
200428,200.428,0.737248604151335
69,0.069,0.805162658986703
10,0.01,1
39312,39.312,0.777260192432693
27494,27.494,0.892299653477154
2,0.002,1
5,0.005,1
244897,244.897,0.784594721911672
7500,7.5,0.7581939604767
7,0.007,1
3,0.003,1
426640,426.64,0.173163926109808
323800,323.8,0.80605972603248
7,0.007,1
10,0.01,1
12268,12.268,0.0179771256650869
4,0.004,1
1,0.001,1
3,0.003,1
3,0.003,1
15606,15.606,0.0154600293065434
12,0.012,0.998889107495808
116687,116.687,0.00208445880494195
89181,89.181,0.00180496063997683
12,0.012,0.936132761571714
56,0.056,0.8760092986184
3697719,3697.719,0.206937219184176
110101,110.101,0.065377953802654
647403,647.403,0.0687293420081941
233938,233.938,0.150144119626012
402098,402.098,0.870458747732467
346884,346.884,0.779024449394715
502588,502.588,0.124048522587871
5937967,5937.967,0.0866935565015096
46,0.046,1
272696,272.696,0.703579737772087
47102,47.102,0.187682668646842
17,0.017,0.997896490942044
265770,265.77,0.800277407812389
5,0.005,1
976299,976.299,0.0368939016145265
487866,487.866,0.878037574519338
618850,618.85,0.0424869165194696
447946,447.946,0.189982747036925
343842,343.842,0.137559148266734
6,0.006,1
6,0.006,1
11973,11.973,0.114938182881586
13200,13.2,0.552409741663897
147921,147.921,0.71332644797226
35675,35.675,0.0254300875762934
26416,26.416,0.590541047509387
214708,214.708,0.825103339738895
12322,12.322,0.934294687839275
29,0.029,0.277951411358727
1,0.001,0.277951411358727
550,0.55,0.931887221882787
15,0.015,1
27,0.027,0.576616851498121
506694,506.694,0.00153004678352815
10,0.01,1
1228329,1228.329,0.00221725749648162
444381,444.381,0.75078730548114
63189,63.189,0.903535943567298
34,0.034,1
867598,867.598,0.757418404190689
597685,597.685,0.0016945003702494
72,0.072,0.00460961502092221
188,0.188,0.300221321540492
15,0.015,0.914452124951379
285630,285.63,0.553171474236519
61,0.061,0.928245591759536
261236,261.236,0.811907118624172
14,0.014,1
106627,106.627,0.089371324393687
36,0.036,0.434011055440005
1007,1.007,0.677838651595449
817006,817.006,0.575224638078727
62,0.062,1.61342699477083e-08
526350,526.35,1.6800645145352e-06
9,0.009,1
963429,963.429,0.059173189647233
129983,129.983,0.00965335808243258
15513,15.513,0.886587976532981
121478,121.478,0.896409636069289
1202179,1202.179,0.892879710128815
8,0.008,1
657088,657.088,0.00358365883609547
193836,193.836,0.456649567139164
12,0.012,0.920750583394173
4,0.004,0.906377116124182
48617,48.617,0.49719991125379
799565,799.565,0.872808238031337
59993,59.993,0.67429129270258
432724,432.724,0.807836164705297
3831,3.831,0.922716549624953
91,0.091,0.896722760967745
3446718,3446.718,0.0164302186966363
6,0.006,0.00682600281729352
5528660,5528.66,0.827027852416724
1167461,1167.461,0.678260218360905
1,0.001,1
101022,101.022,0.722741905792334
1,0.001,0.270985278886872
893,0.893,0.856943219871734
648095,648.095,0.865692661446815
18,0.018,0.157355241613531
283239,283.239,0.0611723883926758
159140,159.14,0.906699643112221
32,0.032,1
6,0.006,1
137945,137.945,0.851365812459639
14478,14.478,0.501162558669237
370063,370.063,0.0695536726916985
14,0.014,1
16816,16.816,0.0133813710544818
7,0.007,1
2,0.002,1
13,0.013,1
37657,37.657,0.0102647124036755
341352,341.352,0.0644776410680145
82417,82.417,0.0108986718822484
1414868,1414.868,0.883208501020441
15,0.015,1
117384,117.384,0.0126530164807622
14382,14.382,0.0563809094975711
228940,228.94,0.0144762818313763
293365,293.365,0.0275804701949132
4314,4.314,0.047357659326408
25,0.025,1
394866,394.866,0.0797209551607408
555718,555.718,0.0824529667659326
6234,6.234,0.0805158515223967
430273,430.273,0.0786925399283362
389806,389.806,0.0214092011203539
9,0.009,0.156198988514374
275363,275.363,0.509268004802499
377366,377.366,0.879610239889385
234284,234.284,0.919397781301884
953002,953.002,0.329190024029334
8,0.008,1
2,0.002,0.956808809371985
628482,628.482,0.732949167696801
1798888,1798.888,0.72748074820504
35,0.035,1
1103930,1103.93,0.823756538422348
219334,219.334,0.929214712002152
386405,386.405,0.867811387393353
531222,531.222,0.882752028110275
49879,49.879,0.778388101229409
944462,944.462,0.76175745167422
215856,215.856,0.884767817029724
708106,708.106,0.301019591990623
1048257,1048.257,0.647273464632417
50,0.05,0.893947508406721
1832008,1832.008,0.844050156391069
185802,185.802,0.572697737769915
610718,610.718,0.896755116412427
379574,379.574,0.623614975933175
31,0.031,1
1,0.001,1
941278,941.278,0.371216615439186
156856,156.856,0.3101589959982
896068,896.068,0.79309362429567
527224,527.224,0.722537897217203
302119,302.119,0.749168384712436
71917,71.917,0.000687554624197085
9,0.009,0.00285437642801627
19,0.019,0.00285437642801627
497056,497.056,0.000401442796708675
443120,443.12,0.945880193564095
3054416,3054.416,0.750280327957254
1814120,1814.12,0.895740354888498
94140,94.14,0.82746683281738
4660,4.66,0.802581447688389
1275655,1275.655,0.79319856612256
16588,16.588,0.787873104626164
265546,265.546,0.802881747681039
74936,74.936,0.818740904492571
612798,612.798,0.710868930056953
1552713,1552.713,0.7170882545004
1125018,1125.018,0.852915432738675
637048,637.048,0.0136450474934958
681378,681.378,0.0130882986552425
14,0.014,0.784434985855316
367202,367.202,0.907393429211579
6922035,6922.035,0.0610322009776356
1063545,1063.545,0.922321913241517
456897,456.897,0.0520278799043751
1299705,1299.705,0.0583222638647858
713528,713.528,0.906828662908215
10,0.01,1
9,0.009,1
3,0.003,1
269202,269.202,0.873362404976541
124938,124.938,0.118897273466936
27,0.027,0.621220552652203
12,0.012,1
361,0.361,0.712867024144512
287470,287.47,0.119888660259905
1,0.001,1
463036,463.036,0.656150521628544
300352,300.352,0.884977078193789
24,0.024,1
1146603,1146.603,0.371873798954337
655932,655.932,0.690834068935896
2506590,2506.59,0.00285546672838864
36,0.036,0.80173897887601
1487111,1487.111,0.479583842835632
9,0.009,1
9,0.009,1
1615,1.615,0.0279510901828907
4202,4.202,0.625721681748511
8,0.008,0.142203176564958
301659,301.659,0.00187778362934912
4,0.004,1
1048,1.048,0.0026747272910627
9,0.009,1
10,0.01,1
1,0.001,1
403588,403.588,0.000384789975906247
69643,69.643,8.26670625848195e-05
1,0.001,1
607940,607.94,0.0760045201723654
1,0.001,1
614611,614.611,0.318906893965217
132076,132.076,0.275829341409744
3184189,3184.189,0.0117073334282779
23,0.023,0.390810809790192
358399,358.399,0.647053811254498
858689,858.689,0.427770253285129
549,0.549,0.899926703076602
72773,72.773,0.952258478577145
19,0.019,1
15326,15.326,0.0118857349914964
2669492,2669.492,0.163946364713253
741340,741.34,0.884459148740455
1029318,1029.318,0.822045910696883
165717,165.717,0.924452735327003
859,0.859,0.913145842519333
20,0.02,1
6,0.006,1
6,0.006,0.680665829531396
1336502,1336.502,0.854305215571318
368982,368.982,0.0359371791783587
282447,282.447,0.0551652322989496
19,0.019,0.992724775625329
68140,68.14,0.00164528144465215
32,0.032,1
11,0.011,1
8,0.008,1
279677,279.677,0.000789267885176731
236514,236.514,0.393001920247744
10,0.01,1
31336,31.336,0.506178949103901
3,0.003,0.588135246775799
386697,386.697,0.151898963064537
78,0.078,0.241913505315743
245026,245.026,0.711438138200976
2116900,2116.9,0.153426703979887
516940,516.94,0.00877644074321399
51,0.051,1
1419981,1419.981,0.46112787129701
391730,391.73,0.362298256618192
4345262,4345.262,0.351277595253991
1592255,1592.255,0.284535500269033
26,0.026,1
364324,364.324,0.893859318558314
345642,345.642,0.845299215300956
1764583,1764.583,0.15871707924664
2193400,2193.4,0.0197568021656713
4555229,4555.229,0.814089334533806
167501,167.501,0.185440263903615
1336100,1336.1,0.0578498572649513
2581594,2581.594,0.0613764331796152
10079,10.079,0.0253838654533993
1774297,1774.297,0.00695307006241571
1045791,1045.791,0.538618235889507
910657,910.657,0.673189214292939
411989,411.989,0.0167518769611382
1200624,1200.624,0.143275791081563
39,0.039,0.155729957777122
182979,182.979,0.129731888189339
6670,6.67,0.869991546545904
1,0.001,1
34652,34.652,0.858481674606645
4867,4.867,0.843712868634191
37052,37.052,0.863795407376044
42,0.042,0.76236390008206
34,0.034,0.874150310914081
91379,91.379,0.0099645235553279
17695,17.695,0.147263341408665
57,0.057,0.647715096792066
208514,208.514,0.0184743342305736
186157,186.157,0.305481828684285
107627,107.627,0.47858507336909
26,0.026,1
3535292,3535.292,0.744474491117087
6459059,6459.059,0.681538622500615
148,0.148,0.693266570591741
574909,574.909,0.726472126547229
1706,1.706,0.721828929455666
130394,130.394,0.908881098584873
488263,488.263,0.00794289125345361
5979671,5979.671,0.00922554316646786
8069203,8069.203,0.405469140422393
3373642,3373.642,0.00664448364843268
71901,71.901,0.280569950985821
2728312,2728.312,0.287631168964138
11,0.011,0.0358660072345145
30,0.03,1
484359,484.359,0.334603318030452
316996,316.996,0.806605057615785
1385,1.385,0.830635988835438
2339302,2339.302,4.98328177805338e-05
7,0.007,1
30,0.03,1
1857804,1857.804,8.05423105423044e-05
1093587,1093.587,0.873704245099434
559521,559.521,0.884014855838585
34,0.034,1
8,0.008,1
1124,1.124,0.903948834960626
941071,941.071,0.866041419292794
3192544,3192.544,0.805624644698207
1,0.001,1
1,0.001,1
1,0.001,1
371152,371.152,0.824901674908744
3316676,3316.676,0.655987538801622
30,0.03,0.884553544768841
5117097,5117.097,0.0016683263829948
412755,412.755,0.0381678359663902
9001,9.001,0.740922804773943
88248,88.248,0.766777145924625
7062392,7062.392,0.450016937602938
19,0.019,1
10,0.01,1
1224866,1224.866,0.328947459335244
2566724,2566.724,0.84084061268308
1668400,1668.4,0.779406529390316
1060175,1060.175,0.399975289423571
19271517,19271.517,0.00445452129561824
4,0.004,1
1,0.001,1
21,0.021,0.868619913384919
16429991,16429.991,0.00153951494705121
21658445,21658.445,0.000828153551397458
79208604,79208.604,0.000369669054328512
34474207,34474.207,0.000708285213350753
1103999,1103.999,0.000369380016249696
477301,477.301,0.779942758600324
49,0.049,0.925735600978315
1143703,1143.703,0.0018495238664874
25,0.025,1
11,0.011,1
3708076,3708.076,0.00134555239274191
67,0.067,0.897695783602989
54,0.054,0.975191469997606
8919982,8919.982,0.01064235594977
216133,216.133,0.0135040127542002
1131799,1131.799,0.103489973482073
3422425,3422.425,4.84575368095637e-06
14,0.014,0.887250184197222
19,0.019,0.887250184197222
5,0.005,1
4411230,4411.23,0.00270905435583116
4194939,4194.939,0.908416048578258
7285790,7285.79,0.829271072729586
694023,694.023,0.464100913502864
5173636,5173.636,0.479168150439692
2784141,2784.141,0.718841539930683
29076259,29076.259,0.00771705136451097
13001798,13001.798,0.010149781280857
5336772,5336.772,0.549299797214439
16305017,16305.017,0.153527242465484
10781789,10781.789,0.752624651856369
3716863,3716.863,0.00287281818900133
3341203,3341.203,0.00272685875335425
432540,432.54,0.937526404565082
16,0.016,1
463653,463.653,0.616034202427338
5561465,5561.465,0.00022517422880943
1361363,1361.363,0.653288018947568
1,0.001,1
21,0.021,1
5032908,5032.908,0.0942482163831133
836,0.836,0.91038728209633
3,0.003,1
948910,948.91,0.86256219852488
1426,1.426,0.900553768662103
1952091,1952.091,0.736842752205541
1623324,1623.324,0.000581728029371777
243466,243.466,0.00522890578876317
37,0.037,0.716735629078383
3980698,3980.698,9.9000124540382e-06
2066093,2066.093,0.00261952348501464
1147879,1147.879,0.000814137745051777
1406427,1406.427,0.0446536737221489
2316000,2316,0.0758523929087579
25,0.025,1
9073170,9073.17,0.00888633350633194
26,0.026,0.118064592185315
1698195,1698.195,0.0927770704184465
34,0.034,0.399997236145244
14044,14.044,0.399210593899653
1232052,1232.052,0.864022716340064
721533,721.533,0.190231857835508
996777,996.777,0.0290246091153219
3728135,3728.135,0.826632018368148
35447,35.447,0.133677676696789
499215,499.215,0.505124250905834
29480,29.48,0.0851155567447343
2439652,2439.652,0.00550976277804002
336626,336.626,0.849024211287472
225834,225.834,0.281648919342371
54990,54.99,0.2793769565759
2564132,2564.132,0.258387475061243
149127,149.127,0.531374804425727
734541,734.541,0.706066726984381
1159107,1159.107,0.0141620043545698
13945686,13945.686,0.0270037455815916
1047203,1047.203,0.0209244181627543
1006353,1006.353,0.935607567060697
2288205,2288.205,0.844583231027766
6015100,6015.1,0.0566086975438683
1742139,1742.139,0.0021791063497473
4658909,4658.909,0.000445458878917951
3,0.003,1
47764,47.764,0.251349030945609
3,0.003,1
1838597,1838.597,0.0643507479677877
21,0.021,0.563783315722071
7,0.007,1
8,0.008,1
3,0.003,0.563783315722071
624,0.624,0.54556639637489
9,0.009,0.280037429274067
547060,547.06,0.00138128273663248
263390,263.39,0.584627495445763
12,0.012,1
553712,553.712,0.896433802903106
45,0.045,1
335277,335.277,0.248721028928057
2,0.002,0.99669770619039
91653,91.653,0.725088741969583
332759,332.759,0.265888477948147
226959,226.959,0.499074508351147
1463465,1463.465,0.367261221872859
3,0.003,1
1275314,1275.314,0.0565511444166769
964326,964.326,0.613387613081374
60,0.06,0.010642851262073
1998323,1998.323,0.187618457550184
23,0.023,0.205607304928876
8,0.008,1
87389,87.389,0.595881159581549
555085,555.085,0.607945915006839
1063741,1063.741,0.164737630248101
10,0.01,0.388807853330416
1088818,1088.818,0.00798084524765656
1712083,1712.083,0.574265399075533
35,0.035,0.00577903954869405
5,0.005,1
1516486,1516.486,0.460858218402722
32,0.032,0.730738722918255
1053433,1053.433,1.02220861373414e-06
411959,411.959,0.0033149281456814
1402248,1402.248,0.738007704506323
928076,928.076,0.661712769908718
532495,532.495,0.439682148003092
25,0.025,0.98057412319936
918243,918.243,0.135350405320795
1029549,1029.549,0.462058396653232
282410,282.41,0.69985624188311
286543,286.543,0.846204009259123
212034,212.034,0.909345041846048
41,0.041,1
82526,82.526,0.825714896903657
621804,621.804,0.0229721675236125
121977,121.977,3.08997648529048e-05
10,0.01,0.00714314060563338
945194,945.194,0.00248177500378176
10,0.01,1
33,0.033,1
353472,353.472,0.00799390130542166
821187,821.187,0.0360175563671121
969,0.969,0.898249174106625
253,0.253,0.880135773893523
119405,119.405,0.859058305361161
10190,10.19,0.893844067590295
2824339,2824.339,0.690052099924648
379767,379.767,0.83885292398734
22,0.022,1
536606,536.606,0.834136156691351
273140,273.14,0.0322824428306521
13,0.013,0.0445273737790479
575009,575.009,0.618200650308505
1068859,1068.859,0.879934521524775
2322444,2322.444,0.595932442435156
817831,817.831,0.908054937241558
515619,515.619,0.765780548726051
783346,783.346,0.827565581949163
114219,114.219,0.878740261708451
542715,542.715,0.833223989243199
1,0.001,1
14,0.014,0.949539566609528
122704,122.704,0.457680681572835
26,0.026,0.99146130898141
2,0.002,1
156064,156.064,0.577437254976236
821631,821.631,0.804155109993021
596822,596.822,0.478786217308759
1174,1.174,0.0019172847452615
11,0.011,0.000508300814285603
153620,153.62,0.0012383981254189
1013823,1013.823,0.105553972121859
2,0.002,1
15,0.015,1
554017,554.017,0.779944118144773
21976,21.976,0.88153126901574
78128,78.128,0.690080242579344
31,0.031,1
50120,50.12,0.916479462566797
28539,28.539,0.906271640337816
405332,405.332,0.218036655914547
7632,7.632,0.0829684188098333
2861318,2861.318,0.00610356816742594
7844,7.844,0.0285819869881015
611329,611.329,0.0709449043632089
1209888,1209.888,0.0781334790776467
2045016,2045.016,0.781020011951034
12,0.012,1
12,0.012,1
9,0.009,1
4267,4.267,0.876633313467393
18,0.018,1
5,0.005,1
11,0.011,1
1919,1.919,0.0345410257048932
324,0.324,0.733201935565847
415307,415.307,0.000858428061988822
10816,10.816,0.00926672272222405
3,0.003,1
7,0.007,1
237456,237.456,0.0126821418977713
6,0.006,1
197112,197.112,0.905091466721244
1414129,1414.129,0.110326419225184
27,0.027,1
6,0.006,1
14,0.014,1
664889,664.889,0.433243732087289
77182,77.182,0.0744421090409522
235418,235.418,0.346150623703301
6,0.006,1
570345,570.345,0.222295690608478
3568291,3568.291,0.0973762770163856
2448845,2448.845,0.505031533921618
1406508,1406.508,0.00106892997917199
7,0.007,1
642088,642.088,0.00528971620459976
239500,239.5,0.0802059644596138
3566,3.566,0.0915972659852584
428403,428.403,0.310403440557807
565917,565.917,0.874582833584242
10347,10.347,0.136713099568211
177,0.177,0.903777716081395
35,0.035,0.961017279083891
829299,829.299,0.155228401384029
5,0.005,0.968499090323485
5,0.005,0.968855336171758
448207,448.207,0.00143425265750283
529698,529.698,0.0988871530464813
49680,49.68,0.915838740924948
290381,290.381,0.0195766350736967
49,0.049,0.0190129524133297
333367,333.367,0.133528158819371
2,0.002,1
2381977,2381.977,0.0513038556977196
10,0.01,1
1,0.001,1
7,0.007,1
2,0.002,1
9,0.009,1
191918,191.918,0.56264238965286
2708,2.708,0.91410320194281
783,0.783,0.910155933095046
1886,1.886,0.891328395125346
3,0.003,1
363808,363.808,0.411556360375079
1205229,1205.229,0.322422787049153
1128612,1128.612,0.0023978230406777
329398,329.398,0.880082307576935
3958,3.958,0.905271398532113
2849448,2849.448,0.856428416145749
282107,282.107,0.102742960100218
278934,278.934,0.169546459996012
311306,311.306,0.135853682657984
150137,150.137,0.43306506854002
18,0.018,1
12,0.012,1
934,0.934,0.816171874588276
320565,320.565,0.307617312243632
421330,421.33,0.130157936625969
20460,20.46,0.169372082128631
18,0.018,0.95136405677385
320977,320.977,0.426308088471094
211700,211.7,0.0197986789084677
303810,303.81,0.90239609471002
373344,373.344,0.635373242868547
843079,843.079,0.0225258046564656
980606,980.606,0.0652157757458309
53,0.053,0.674435650608614
489018,489.018,0.0389745882074434
955292,955.292,0.0868176055835863
34,0.034,1
704386,704.386,0.441053602930295
4,0.004,1
23,0.023,1
761441,761.441,0.913478882272905
706092,706.092,0.245784966305657
17,0.017,0.699112314462797
13,0.013,1
52,0.052,0.098877666420523
47220,47.22,0.0148067312293765
681,0.681,0.0149982019883757
691046,691.046,0.82544804342105
1331,1.331,0.100516528253719
58285,58.285,0.0175179561287612
1093,1.093,0.856112063469043
113063,113.063,0.034351795709798
32,0.032,0.179574671096222
7722,7.722,0.130255290151221
976636,976.636,0.128262039745585
1081628,1081.628,0.423076955767493
1088270,1088.27,0.00807121058610681
2703,2.703,0.265545964552004
56044,56.044,0.263953921053174
43,0.043,0.0785952050416854
79756,79.756,0.0669521037588192
28640,28.64,0.0713530675971256
686055,686.055,0.793558839055597
101,0.101,0.0291594195481988
31447,31.447,0.240079170586388
33093,33.093,0.499261221040015
8,0.008,0.375975360078321
46382,46.382,0.169341448581821
18,0.018,0.17584162242092
24,0.024,0.077986562755411
365,0.365,0.0197977734080045
9,0.009,0.421457371534348
36591,36.591,0.283559670577448
275,0.275,0.718680251090662
109470,109.47,0.00266902877306069
388939,388.939,0.0803373856847544
14,0.014,0.0993471879407176
68751,68.751,0.0266534906411823
31,0.031,1
38,0.038,0.0608979498885367
54,0.054,0.978810869587892
77570,77.57,0.0635062043928704
623343,623.343,0.512475163341449
4,0.004,0.998961361797482
193570,193.57,0.745587618420778
1,0.001,1
568333,568.333,0.547451351652118
3152755,3152.755,0.119329826844166
233344,233.344,0.0173661427878401
68190,68.19,0.0166140640445506
2059281,2059.281,0.504815797388158
377831,377.831,0.196042153806575
491983,491.983,0.303827680638425
345038,345.038,0.0399414320942898
100078,100.078,0.0210292362096896
13,0.013,1
69259,69.259,0.87672066991346
9639,9.639,0.4748368654365
333606,333.606,0.0461898542689122
775756,775.756,0.183335700959815
975342,975.342,0.0349611584853247
1072,1.072,0.664875820636303
69629,69.629,0.75316496661657
8,0.008,1
352417,352.417,0.196204588341478
3,0.003,1
16,0.016,1
341016,341.016,0.401011526955802
696,0.696,0.460809731644388
180265,180.265,0.181320815443962
388197,388.197,0.891797327889006
8,0.008,1
238696,238.696,0.833052450345042
317241,317.241,0.000426970924011814
558504,558.504,0.000163923816867695
17,0.017,0.913834980522389
30633,30.633,0.902133321442466
24,0.024,0.298411558766708
795801,795.801,0.0971430003496335
20,0.02,0.607008810685394
87593,87.593,0.0139813585086474
21,0.021,0.0137713784890323
330185,330.185,0.828001620934471
154396,154.396,0.768699393345757
27,0.027,0.358320454157616
658,0.658,0.340061209483617
284492,284.492,0.0512025983099592
821668,821.668,0.900017525671034
15,0.015,1
24,0.024,0.863684128717691
1298988,1298.988,0.452265245258769
1,0.001,1
7,0.007,0.0254021604412392
61,0.061,0.0253890361638662
32,0.032,1
23,0.023,1
1636766,1636.766,0.878999020625525
896909,896.909,0.00783129930662345
51,0.051,1
241413,241.413,0.00862246200357419
35881,35.881,0.839018892265493
15,0.015,1
11,0.011,1
556084,556.084,0.405869507511808
3,0.003,0.519702291142406
5,0.005,0.0148175175726111
23061,23.061,0.905331061341726
64339,64.339,0.373975631015554
556962,556.962,0.327702975291375
1126,1.126,0.0121634879035285
419442,419.442,0.0119849887444741
456093,456.093,0.39705139758073
976,0.976,0.403354112884285
1,0.001,1
30,0.03,1
159518,159.518,0.854675245353382
32,0.032,1
181308,181.308,0.0108172114557695
817826,817.826,0.0145344325240555
4,0.004,0.966628416910502
2,0.002,0.966628416910502
12,0.012,1
25,0.025,1
457983,457.983,0.863417793549197
856216,856.216,0.0136804459295268
136532,136.532,0.857322168952341
60190,60.19,0.708486520312094
26094,26.094,0.00289798612798085
81,0.081,0.381309459770351
62171,62.171,0.589947809497596
294748,294.748,0.659887181633583
34,0.034,1
5,0.005,1
3,0.003,1
7,0.007,1
5153,5.153,0.855176534238872
847798,847.798,0.0105522052381931
18355,18.355,0.00939836205481441
398235,398.235,0.792307055224265
451723,451.723,0.0264160114652353
313,0.313,0.725684367498941
15967,15.967,0.00591467940773372
662302,662.302,0.00570112533133421
10,0.01,1
842023,842.023,0.841810175434247
21,0.021,1
7,0.007,1
237730,237.73,0.85813070377175
157573,157.573,0.844139810653302
24778,24.778,0.0902761627347715
927885,927.885,0.0285609780742855
142,0.142,0.00306545448291196
6,0.006,1
1,0.001,0.00127366208572337
14,0.014,0.00127366208572337
8,0.008,1
25,0.025,1
1331106,1331.106,0.00148133442008384
343132,343.132,0.255926864843171
426,0.426,0.00634554260834024
31,0.031,1
11,0.011,1
685309,685.309,0.00148715672927183
478569,478.569,0.0209155026739255
33977,33.977,0.11720305979765
192370,192.37,0.459961165326112
13,0.013,1
6,0.006,1
1126870,1126.87,0.287839591383363
71103,71.103,0.652311585299305
3,0.003,0.98129440890216
3,0.003,0.0181731845416867
18,0.018,0.017055963951707
10,0.01,1
2,0.002,1
521910,521.91,0.320375928820136
558262,558.262,0.729730972126477
71980,71.98,0.667801135225952
351937,351.937,0.000779604827533594
795778,795.778,0.000555905160530462
116819,116.819,0.199266325336872
46458,46.458,0.902693853898886
2661,2.661,0.000172840451095036
814991,814.991,0.0285851591823708
1052536,1052.536,0.430024926081448
392598,392.598,0.194238930720174
113144,113.144,0.796171399668957
50,0.05,1
4800,4.8,0.00178877432789333
1,0.001,1
659939,659.939,0.00019111222166759
260076,260.076,0.851679382722629
34,0.034,1
2,0.002,1
390823,390.823,0.73768721233353
7,0.007,0.918316675628313
1722312,1722.312,0.74695984401542
24,0.024,1
965556,965.556,0.865716252215557
5,0.005,1
1,0.001,1
2,0.002,1
2,0.002,1
14,0.014,1
78,0.078,0.81415338931822
5,0.005,0.88041988014111
235386,235.386,0.759402158958419
26,0.026,1
468,0.468,0.873260700386951
53,0.053,1
278764,278.764,0.644661754032116
11,0.011,0.770184532257573
70,0.07,0.887765851128163
302824,302.824,0.596303305164653
1923173,1923.173,0.631113192118046
43417,43.417,0.555217090439621
2,0.002,1
34,0.034,1
5,0.005,1
417021,417.021,0.388171092719803
906197,906.197,0.663582416380298
3426,3.426,0.669461238191871
55313,55.313,0.865322002972761
6,0.006,1
188,0.188,0.908567551717989
144126,144.126,0.837884649392271
6,0.006,1
1,0.001,1
3,0.003,1
5,0.005,1
1,0.001,1
6,0.006,0.832388948618549
4,0.004,1
1,0.001,0.832388948618549
10,0.01,0.998389112041095
411159,411.159,0.66611740166776
1381363,1381.363,0.0170118631799744
32,0.032,1
7,0.007,0.0182860500453457
8,0.008,0.0182860500453457
6622,6.622,0.141008777800585
298168,298.168,0.683579721862624
14,0.014,0.990321729465512
415223,415.223,0.915694504659499
45,0.045,0.928890803099251
399222,399.222,0.426900780980552
490729,490.729,0.919784791341317
21,0.021,0.462674667045328
2,0.002,0.462674667045328
